"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
133125,SM1502,"KCTC 42668, CCTCC AB 2015346",1,"Flavobacterium arcticum",negative
140760,A2-1,"CCTCC AB 2017157, KCTC 52644",1,"Flavobacterium ardleyense",negative
158661,SYP-B1015,"CGMCC 1.16115, KCTC 62025",1,"Flavobacterium artemisiae",negative
158736,TH167,"CGMCC 1.15805, LMG 29719",1,"Flavobacterium aurantiibacter",negative
133598,F44-8,"CCTCC AB 209067, LMG 25233, MCCC 1A02877",1,"Flavobacterium beibuense",negative
140858,TTM-43,"BCRC 80913, KCTC 42744, LMG 29004",1,"Flavobacterium brevivitae",negative
133522,LM5,"CGMCC 1.7031, NBRC 104239",1,"Flavobacterium caeni",negative
166270,1E403,"KCTC 62960, MCCC 1H00356",1,"Flavobacterium cerinum",negative
134275,454-2,"CECT 7184, CCUG 52969",1,"Myroides ceti",negative
5572,NJ-26,"DSM 22462, CGMCC 1.6844, NBRC 103934",1,"Flavobacterium cheniae",negative
166438,,"KACC 19592, NBRC 113424, IMCC 34759",1,"Flavobacterium cheongpyeongense",negative
5586,LM-09-Fp,"DSM 24724, CCM 7940, LMG 26360, CCUG 61032",1,"Flavobacterium chilense",negative
158742,,"KCTC 52573, NBRC 112526, IMCC 26013",1,"Flavobacterium chuncheonense",negative
133489,CJ7,"KACC 13353, JCM 15651, CCUG 58910, CIP 110025, LMG 26729",1,"Flavobacterium chungangense",negative
133366,wh15,"CCTCC AB 2015420, JCM 31173",1,"Myroides cloacae",negative
141133,4-T-2,"LMG 28257, CCTCC AB 2014004",1,"Flavobacterium collinsense",negative
158765,PK15,"KCTC 52562, JCM 32115, CIP 111714",1,"Flavobacterium commune",negative
133726,15C3,"KACC 14224, JCM 16527",1,"Flavobacterium compostarboris",negative
133395,LPB0076,"KACC 18706, JCM 31219",1,"Flavobacterium crassostreae",negative
5562,"EMB 47","DSM 17960, CIP 109940, KCTC 12611",1,"Flavobacterium croceum",negative
159807,HYN0056,"KACC 19182, NBRC 112743",1,"Flavobacterium crocinum",negative
5565,R2A45-3,"DSM 18830, CIP 109888, KACC 11732",1,"Flavobacterium cucumis",negative
24023,E89,"DSM 25795, CIP 110384, LMG 26922",1,"Flavobacterium cutihirudinis",negative
158657,TH021,"LMG 29720, CGMCC 1.16325",1,"Flavobacterium cyanobacteriorum",negative
5546,GH1-10,"DSM 17708, CIP 109900, KACC 11422",1,"Flavobacterium daejeonense",negative
5587,"ARSA-19, ARSA-19(T)","DSM 25687, JCM 17065, KACC 14968, KCTC 23179",1,"Flavobacterium dankookense",negative
5567,"EMB 117","CCUG 59869, DSM 17963, CIP 109898, KCTC 12612",1,"Flavobacterium defluvii",negative
5536,R-9106,"DSM 15718, CIP 108386, LMG 21915",1,"Flavobacterium degerlachei",negative
5539,ED5,"DSM 15936, ATCC BAA 842, CIP 109214",1,"Flavobacterium denitrificans",negative
158744,MVW-23,"BCRC 80978, LMG 29558, KCTC 52234",1,"Flavobacterium dispersum",negative
133629,LW30,"KCTC 22671, CCTCC AB 209201, CIP 110399",1,"Flavobacterium dongtanense",negative
159831,PSI-22,"BCRC 80973, LMG 29553, KCTC 52233",1,"Flavobacterium effusum",negative
133825,DK69,"CCTCC AB 2011144, KCTC 23775",1,"Flavobacterium enshiense",negative
5569,"EMB 34","DSM 17961, KCTC 12610, CIP 109743",1,"Flavobacterium filum",negative
140682,CB-3,"KEMB 9005-535, KACC 19112, NBRC 112704",1,"Flavobacterium flaviflagrans",negative
5513,A-34,"DSM 1076, ATCC 27944, IAM 14303, JCM 21143, ACAM 579, CCM 2740, CCUG 14832, CIP 104740, IFO 14960, LMG 8328, NBRC 14960, NCIMB 12056",1,"Flavobacterium flevense",negative
140676,3R17,"KCTC 42062, JCM 30338, CIP 111715",1,"Flavobacterium fluminis",negative
5579,H7,"DSM 19978, KACC 12818",1,"Flavobacterium fluvii",negative
158613,CJ42,"KACC 19302, JCM 32085",1,"Flavobacterium foetidum",negative
24022,,"DSM 25660, JCM 18212, KACC 16593, MIC 3010",1,"Flavobacterium fontis",negative
5537,R-9014,"DSM 15719, CIP 108385, LMG 21922",1,"Flavobacterium frigoris",negative
5541,,"DSM 16209, CIP 108325, LMG 22022",1,"Flavobacterium fryxellicola",negative
140517,UCM-R15,"KACC 18666, NBRC 111764",1,"Flavobacterium fulvum",negative
133319,EM1308,"KACC 18113, JCM 30144",1,"Flavobacterium gilvum",negative
134059,,"KCTC 23318, JCM 17336, DCY 54, BCRC 81040, CIP 110819",1,"Flavobacterium ginsengisoli",negative
133551,Gm-149,"ICMP 17618, NBRC 105008",1,"Flavobacterium glycines",negative
140383,JM-222,"DSM 100397, CCM 8610, LMG 28821",1,"Flavobacterium gossypii",negative
5547,KW05,"DSM 17797, IAM 15099, JCM 21560, KCTC 12201, NBRC 102009, DSM 19729",1,"Flavobacterium granuli",negative
158810,KTCe-4,"KACC 16613, JCM 18198",1,"Flavobacterium hankyongi",negative
5580,LQY-7,"DSM 22807, ACCC 05409, KCTC 23008, CIP 110398",1,"Flavobacterium haoranii",negative
133965,BX12,"CCTCC AB 2012197, KCTC 32147",1,"Flavobacterium hauense",negative
5568,WB4.2-33,"DSM 18292, LMG 26768",1,"Flavobacterium hercynium",negative
133360,THG-HG1.4,"KACC 18852, CCTCC AB 2016178",1,"Flavobacterium hibisci",negative
140519,UCM-46,"KACC 18575, NBRC 111657",1,"Flavobacterium humicola",negative
5512,N,"DSM 2063, ATCC 29551, CCUG 35201, NCIMB 2215, LMG 8385, Cy aq1",1,"Flavobacterium hydatis",negative
166439,,"KACC 19591, NBRC 113423, IMCC 34758",1,"Flavobacterium hydrophilum",negative
133310,,"KCTC 52244, JCM 31385, IMCC 27201, BCRC 81043",1,"Flavobacterium inkyongense",negative
5515,"UW 101","CCUG 35202, NCIMB 11054, LMG 1341, CFBP 3036, CIP 100931, JCM 8514, DSM 2064, ATCC 17061, IAM 14304, IFO 14942, NBRC 14942, NCIB 11054, Cy j3, MYX 1.1.1, BCRC 14874, GIFU 2500, LMG 1340, NCCB 96103",1,"Flavobacterium johnsoniae subsp. johnsoniae",negative
133900,,"KCTC 23618, CECT 7955, HME 7102",1,"Flavobacterium jumunjinense",negative
140560,K3R-10,"KCTC 52563, JCM 31220",1,"Flavobacterium keumense",negative
158639,WV39,"KCTC 42908, CECT 9085",1,"Flavobacterium kingsejongi",negative
158799,,"KCTC 52571, NBRC 112883, IMCC 25901",1,"Flavobacterium lacicola",negative
133392,AHQ-46,"BCRC 80889, LMG 28710",1,"Flavobacterium lacunae",negative
166500,LB2P30,"CGMCC 1.11271, NBRC 113059",1,"Flavobacterium laiguense",negative
158745,THG-AG6.4,"KACC 18851, CGMCC 1.16060",1,"Flavobacterium limi",negative
134073,JC2902,"KACC 16937, JCM 18661",1,"Flavobacterium limnosediminis",negative
5571,IP-10,"DSM 21886, CCM 7424, MTCC 8597",1,"Flavobacterium lindanitolerans",negative
158743,,"KCTC 52572, NBRC 112527, IMCC 26026",1,"Flavobacterium luteum",negative
133332,xz20,"CCTCC AB 2015421, JCM 31174",1,"Flavobacterium luticocti",negative
140887,HQQ,"CGMCC 1.15347, KCTC 42935",1,"Flavobacterium lutivivi",negative
159809,HYN0048,"KACC 19180, NBRC 112740",1,"Flavobacterium magnum",negative
133979,SW105,"CGMCC 1.10825, JCM 18132",1,"Myroides aquimaris",negative
5544,R-9192,"DSM 17659, CIP 108161, LMG 21919",1,"Flavobacterium micromati",negative
133632,,"KCTC 22825, CECT 7649, HMD 1033",1,"Flavobacterium myungsuense",negative
164350,GS13,"JCM 32765, KCTC 62569",1,"Flavobacterium nackdongense",negative
158777,Brt-M,"KEMB 9005-692, KACC 19393, JCM 32171",1,"Flavobacterium naphtae",negative
133920,N1,"MTCC 11155, JCM 17678",1,"Flavobacterium nitratireducens",negative
133902,R-HLS-17,"CGMCC 1.10076, NBRC 108844",1,"Flavobacterium noncentrifugens",negative
140564,R-10-9,"JCM 31673, KACC 18997, KEMB 9005-447",1,"Flavobacterium olei",negative
158626,W201E,"KCTC 52693, MCCC 1K03251, CGMCC 1.16053, JCM 31872",1,"Flavobacterium ovatum",negative
159808,HYN0049,"KACC 19181, NBRC 112741",1,"Flavobacterium pallidum",negative
141134,KNUS1,"KACC 17692, CECT 8460",1,"Flavobacterium paronense",negative
5528,81,"DSM 6368, ATCC 19366, IAM 14307, NCIB 9059, Dorey 81, Cy p1, JCM 8518, CIP 104742, IFO 15945, LMG 4031, LMG 8366, NBRC 15945, NCIMB 9059, VKM B-1171",1,"Flavobacterium pectinovorum",negative
140518,UCM-R36,"KACC 18668, NBRC 111765",1,"Flavobacterium pedocola",negative
158683,SE14,"CCTCC AB 2017225, KCTC 52612",1,"Flavobacterium phocarum",negative
166492,ICH-30,"BCRC 81122, LMG 30579, KCTC 62513",1,"Flavobacterium piscinae",negative
133578,GSW-R14,"KCTC 22802, CCUG 58402",1,"Flavobacterium ponti",negative
5540,,"DSM 16141, CIP 108326, LMG 22018",1,"Flavobacterium psychrolimnae",negative
5529,3068,"DSM 3660, IAM 14308, NCMB 1947, JCM 8519, ATCC 49418, CCM 3594, CCUG 35200, CIP 103534, IFO 15942, LMG 13179, NBRC 100250, NBRC 15942, NCIMB 1947",1,"Flavobacterium psychrophilum",negative
140761,EA-12,"CGMCC 1.15345, NBRC 111769",1,"Flavobacterium quisquiliarum",negative
133758,FCS-5,"MTCC 10967, JCM 17928, CIP 110368",1,"Flavobacterium rakeshii",negative
166271,LB2P22,"CGMCC 1.11361, NBRC 113777",1,"Flavobacterium ranwuense",negative
5577,,"DSM 21791, CIP 109866, WB 3.2-61",1,"Flavobacterium reichenbachii",negative
5573,BD-b365,"DSM 19382, CIP 109941, KCTC 22078, CCUG 59848",1,"Flavobacterium resistens",negative
159810,TAPY6,"BCRC 81007, LMG 29728, KCTC 52444",1,"Flavobacterium riviphilum",negative
5575,WB3.3-2,"DSM 21788, CIP 109865, CCUG 58934",1,"Flavobacterium rivuli",negative
5516,024,"DSM 1811, IAM 14309, NCMB 2072, JCM 8520, ACAM 581, ATCC 49530, CIP 104743, IFO 15944, LMG 8384, NBRC 15944, NCIMB 2072",1,"Flavobacterium saccharophilum",negative
5558,S13,"DSM 21664, CGMCC 1.3801, JCM 13331, CCUG 60843, CIP 109164",1,"Flavobacterium saliperosum",negative
5574,"SS7, YC06274","DSM 21067, CIP 110183, KCTC 22246",1,"Flavobacterium sasangense",negative
158690,YSM-43,"KACC 19435, KCTC 62142, NBRC 113020",1,"Flavobacterium sediminilitoris",negative
159816,,"KCTC 62132, JCM 32291, MEBiC 07310",1,"Flavobacterium sediminis",negative
5561,AT1048,"DSM 19741, CIP 109332, IMSNU 14050, JCM 12385, KCTC 12224",1,"Flavobacterium segetis",negative
166201,RD-2-33,"KEMB 9005-742, KACC 21178, NBRC 113789",1,"Flavobacterium silvisoli",negative
133555,0533,"CGMCC 1.8704, JCM 16398",1,"Flavobacterium sinopsychrotolerans",negative
5559,DS-6,"DSM 19725, CIP 108840, KCTC 12542",1,"Flavobacterium soli",negative
140526,,"KCTC 52245, JCM 31384, IMCC 26223",1,"Flavobacterium soyangense",negative
133916,CMJ-5,"BCRC 80405, LMG 26890, KCTC 23915",1,"Flavobacterium squillarum",negative
141075,G16-7,"CGMCC 1.15461, KCTC 42947",1,"Flavobacterium suaedae",negative
5576,,"DSM 21790, CIP 109867, WB 4.1-42",1,"Flavobacterium subsaxonicum",negative
166491,BBQ-12,"BCRC 81049, LMG 30051, KCTC 52809",1,"Flavobacterium sufflavum",negative
5545,"GH 29-5","DSM 17707, CIP 109901, KACC 11423",1,"Flavobacterium suncheonense",negative
5578,,"DSM 21789, CIP 109868, WB 2.3-68",1,"Flavobacterium swingsii",negative
5564,R2A1-13,"DSM 18829, CIP 109887, KACC 11731",1,"Flavobacterium terrae",negative
5549,DS-20,"DSM 17934, CIP 109939, KCTC 12761",1,"Flavobacterium terrigena",negative
133149,,"CUG 00004, CCTCC AB 2014151, KCTC 42876",1,"Flavobacterium terriphilum",negative
133486,0563,"CGMCC 1.6847, JCM 15087, CIP 110391",1,"Flavobacterium tiangeerense",negative
166416,YH5,"CICC 24247, KCTC 62174",1,"Flavobacterium tibetense",negative
133842,Ruye-71,"BCRC 80262, KCTC 23312",1,"Flavobacterium tilapiae",negative
141070,"GB 56.1","TISTR 1612, KCTC 42679",1,"Flavobacterium tistrianum",negative
141064,THG-DN8.8,"KCTC 42726, CCTCC AB 2015295",1,"Flavobacterium tyrosinilyticum",negative
133702,DS-12,"CCM 7847, MTCC 10766",1,"Flavobacterium ummariense",negative
133685,Sr25,"CGMCC 1.9230, NBRC 106480",1,"Flavobacterium urumqiense",negative
166281,T13,"KCTC 62874, ACCC 60126",1,"Flavobacterium ustbae",negative
140502,TTM-46,"BCRC 80914, LMG 29005, KCTC 42745",1,"Flavobacterium verecundum",negative
5560,AT1042,"DSM 19727, CIP 109334, IMSNU 14048, JCM 12384, KCTC 12223",1,"Flavobacterium weaverense",negative
133684,Sr22,"CGMCC 1.9227, NBRC 106479",1,"Flavobacterium xueshanense",negative
133972,hg,"CCTCC AB 2012099, KACC 16855",1,"Flavobacterium yanchengense",negative
133631,,"KCTC 22796, CECT 7594, HMD 1001",1,"Flavobacterium yonginense",negative
133330,MIB-4,"BCRC 80926, LMG 29292, KCTC 33763",1,"Flectobacillus fontis",negative
134175,CL-GP79,"KCCM 42271, JCM 13398, CIP 109329, NCIMB 14446",1,"Flectobacillus lacus",negative
133118,MVW-6,"BCRC 80975, LMG 29555, KCTC 33800",1,"Flectobacillus pallidus",negative
133516,GFA-11,"BCRC 17834, LMG 24501",1,"Flectobacillus roseus",negative
140919,,"JCM 30897, CGMCC 1.5202, TC 1",1,"Flexilinea flocculi",negative
132964,4DR5,"DSM 105135, JCM 19370, KCTC 32475",1,"Fluviicoccus keumensis",negative
166121,MAH-3,"KACC 19742, CGMCC 1.13750",1,"Fluviicola chungangensis",negative
158665,CA-1,"KEMB 9005-526, KACC 19148, NBRC 112684",1,"Fluviicola kyonggii",negative
3249,RW262,"DSM 16823, NCIMB 13979",1,"Fluviicola taffensis",negative
134037,TQQ6,"BCRC 80447, LMG 27056, KCTC 32035",1,"Fluviimonas pallidilutea",negative
133644,,"DSM 21935, ACCC 10716, YIM D17",1,"Fodinibius salinus",negative
14023,,"DSM 21160, CCTCC AA 208037, YIM D812",1,"Fodinicurvata fenggangensis",negative
14024,,"DSM 21159, KCTC 22351, YIM D82",1,"Fodinicurvata sediminis",negative
133841,SgZ-2,"CCTCCM 2011498, KACC 16525",1,"Fontibacter ferrireducens",negative
17720,CC-GZM-130,"DSM 22241, CCM 7650, CCUG 57694",1,"Fontibacter flavus",negative
23456,HA-01,"DSM 23609, CCUG 59713",1,"Fontimonas thermophila",negative
5588,"M-2Alg 35-1","DSM 15362, KCTC 12365, LMG 23005, KMM 3901, DSM 19837",1,"Formosa agariphila",negative
131144,,"DSM 16476, KMM 3553",1,"Formosa algae",negative
134048,WS-MY3,"KCTC 32328, CECT 8286",1,"Formosa undariae",negative
133320,AHQ-12,"BCRC 80690, LMG 27847, KCTC 32501, DSM 109231",1,"Formosimonas limnophila",negative
140267,AT2,"DSM 100451, CSUR P2014",1,"Fournierella massiliensis",negative
141095,DL503,"LMG 29914, CGMCC 1.15944",1,"Franconibacter daqui",negative
4377,513/05,"DSM 18396, CCUG 54944, CIP 109630, LMG 23732, JCM 16470",1,"Franconibacter helveticus",negative
4380,601/05,"DSM 19144, LMG 24057, JCM 16471",1,"Franconibacter pulveris",negative
158273,"DLB, Dho","DSM 106169, NCCB 100648",1,"Frateuria defendens",negative
17461,VA24,"DSM 26515, CGMCC 1.7053, NBRC 104236",1,"Frateuria terrea",negative
134058,JC2236,"KACC 16935, JCM 15585",1,"Fretibacter rubidus",negative
23457,SGP1,"DSM 25557, JCM 16858",1,"Fretibacterium fastidiosum",negative
132158,PEB0191,"DSM 104328, ATCC BAA 2450, NCIMB 14821",1,"Frischella perrara",negative
141097,02OK1/10-76,"KCTC 52666, NBRC 112695",1,"Frondibacter mangrovi",negative
5993,"Z-7100, Z7100","DSM 24880, VKM B-2667",1,"Fuchsiella alkaliacetigena",negative
134334,MTT-39,"NBRC 102624, KCTC 22214, CGMCC 1.7058",1,"Fulvibacter tottoriensis",negative
528,,"DSM 15513, ATCC BAA 666, KCTC 12091, CCUG 52903, CIP 108376, HTCC 2506",1,"Fulvimarina pelagi",negative
131259,VI.18,"DSM 100852, ATCC BAA 2395, LMG 26722",1,"Fulvitalea axinellae",negative
133772,AK7,"MTCC 11053, JCM 17390",1,"Fulvivirga imtechensis",negative
134217,,"CCTCC AB 206119, KCTC 12832, KMM 6220, JCM 16186, NBRC 106557",1,"Fulvivirga kasyanovii",negative
141065,TM-6,"KCTC 42720, CECT 9024",1,"Fulvivirga lutimaris",negative
4170,BSY,"DSM 21556, JCM 15519",1,"Fundidesulfovibrio butyratiphilus",negative
4148,B7-43,"DSM 16056, ATCC BAA 905",1,"Fundidesulfovibrio putealis",negative
5762,,"CCUG 32879, DSM 19679, ATCC 51191, CIP 104879, JCM 11025, NCTC 12276",1,"Fusobacterium animalis",negative
5763,SOR,"DSM 19508, ATCC 51190, CCUG 32880, CIP 104878, JCM 11024, NCTC 11326",0,"Fusobacterium vincentii",negative
133673,KYW382,"KCTC 23303, JCM 17455",1,"Gaetbulibacter aestuarii",negative
140888,KEM-8,"KCTC 42198, NBRC 110553",1,"Gaetbulibacter aquiaggeris",negative
133829,D1-y4,"KCTC 23716, CCUG 61504",1,"Gaetbulibacter lutimaris",negative
134308,,"KCCM 42380, NBRC 102040, IMCC 1914",1,"Gaetbulibacter marinus",negative
5590,SMK-12,"DSM 17032, KCTC 12379, JCM 12931, IAM 15373, CIP 108967",1,"Gaetbulibacter saemankumensis",negative
133892,ck-I2-15,"CCTCC AB 209062, LMG 25228, MCCC 1A03044",1,"Galbibacter marinus",negative
134228,Mok-17,"NBRC 101624, CIP 109219",1,"Galbibacter mesophilus",negative
11934,P2D,"DSM 24963, JCM 17795",1,"Galenea microaerophila",negative
17912,CEE_131,"DSM 21945, CECT 7479",1,"Gallaecimonas pentaromativorans",negative
130813,3-C-1,"DSM 100312, CCTCC AB 209060, LMG 25226, MCCC 1A01354",1,"Gallaecimonas xiamenensis",negative
133621,GJ16,"KCTC 22649, JCM 16082",1,"Gangjinia marincola",negative
166444,,"LMG 30814, CCUG 72425, UGent 06.41",1,"Gardnerella leopoldii",negative
166443,,"LMG 30818, CCUG 72427, UGent 18.01",1,"Gardnerella piotii",negative
166442,"GS 9838-1","LMG 30812, CCUG 72429",1,"Gardnerella swidsinskii",negative
140515,GYP-24,"KCTC 42903, MCCC 1K01730",1,"Gelatiniphilus marinus",negative
134131,IC158,"ACAM 1054, CIP 108531",1,"Gelidibacter gilvus",negative
134132,IC162,"ACAM 1053, CIP 108532",1,"Gelidibacter salicanalis",negative
158276,RAM11,"DSM 29853, NCAIM B.02618",1,"Gellertiella hungarica",negative
162600,CC-PW-75,"JCM 19754, BCRC 80759",1,"Gemmobacter aestuarii",negative
133579,A1-9,"CGMCC 1.7029, NBRC 104254, DSM 108272",1,"Gemmobacter aquaticus",negative
13657,DCA-1,"DSM 21823, CGMCC 1.7745",1,"Gemmobacter caeni",negative
133857,JS43,"BCRC 80082, LMG 25376",1,"Gemmobacter fontiphilus",negative
134036,Orc-4,"BCRC 80378, LMG 26667, KCTC 23714",1,"Gemmobacter lanyuensis",negative
164373,YJ-T1-11,"JCM 32828, KCTC 62715",1,"Gemmobacter lutimaris",negative
133682,Y12,"CCTCC AB 2010218, KCTC 23298",1,"Gemmobacter nanjingensis",negative
13655,,"DSM 15620, JCM 11959, NBRC 100046, AST 4, CGMCC 1.8899, CGMCC 1.8904",1,"Gemmobacter nectariphilus",negative
141098,CAM-8,"KACC 19224, JCM 31905",1,"Gemmobacter straminiformis",negative
133896,Ruye-53,"BCRC 80261, KCTC 23310",1,"Gemmobacter tilapiae",negative
130339,Red1,"DSM 29995, DSM 23483, JCM 15104, JCM 30610, DSM 28483, KCTC 5626",1,"Geoalkalibacter subterraneus",negative
134111,P35,"ATCC BAA 1013, DSM 16674, JCM 12644",1,"Geobacter psychrophilus",negative
134307,Rf4,"ATCC BAA 1134, JCM 13001",1,"Geotalea uraniireducens",negative
141033,HF401,"KCTC 42595, MCCC 1H00119",1,"Geofilum rhodophaeum",negative
133723,JAM-BA0501,"JCM 15548, NCIMB 14482",1,"Geofilum rubicundum",negative
23031,OSK6,"DSM 24905, JCM 17780",1,"Geomobilimonas luticola",negative
5803,Bem,"DSM 16622, ATCC BAA 1014, JCM 12645",1,"Geomonas bemidjiensis",negative
164428,S-16,"JCM 32971, KACC 19792",1,"Geomonas soli",negative
5807,FRC-32,"DSM 22248, JCM 15807",1,"Geotalea daltonii",negative
5806,TMJ1,"DSM 19350, JCM 15764",1,"Geotalea toluenoxydans",negative
23992,LEN33,"DSM 27944, JCM 18389, KACC 16707",0,"Gibbsiella dentisursi",negative
2960,D-412,"DSM 12827, CIP 109213",1,"Giesbergeria kuznetsovii",negative
2961,D-419,"DSM 12825, CIP 107340",1,"Giesbergeria voronezhensis",negative
132150,wkB1,"DSM 104097, ATCC BAA 2448, NCIMB 14804",1,"Gilliamella apicola",negative
157587,NO3,"DSM 105629, LMG 30293",1,"Gilliamella apis",negative
134128,IC154,"ACAM 1061, CIP 108528",1,"Gillisia hiemivivida",negative
134130,IC157,"ACAM 1062, CIP 108530",1,"Gillisia illustrilutea",negative
5600,R-8282,"DSM 15749, LMG 21470",1,"Gillisia limnaea",negative
133955,CBA3202,"KACC 16693, KCTC 32030, JCM 18402",1,"Gillisia marina",negative
134200,UST050418-085,"JCM 13546, NRRL B-41416, JCM 13564, CIP 109442",1,"Gillisia myxillae",negative
134129,IC148,"ACAM 1060, CIP 108529",1,"Gillisia sandarakina",negative
134214,Mok-1-36,"NBRC 101626, CIP 109286",1,"Gilvibacter sediminis",negative
17899,,"DSM 19667, CGMCC 1.7008, QM 42",1,"Gilvimarinus chinensis",negative
133296,12-2,"DSM 102813, KCTC 52141, NBRC 111987",1,"Gilvimarinus japonicus",negative
160642,"Pan241weiss, Pan241w","DSM 100744, LMG 31345, CECT 9841, VKM B-3430",1,"Gimesia alba",negative
166414,Pan161,"CECT 30192, STH 00943, LMG 29130",1,"Gimesia algae",negative
160299,V144,"DSM 101710, VKM B-3433",1,"Gimesia aquarii",negative
160477,"Enrichment17, Enr17","DSM 100710, VKM B-3429",1,"Gimesia fumaroli",negative
160662,"Enrichment 10, Enr10","DSM 100416, LMG 29082",1,"Gimesia panareensis",negative
451,,"DSM 14239, ACAM 615",1,"Glaciecola pallidula",negative
140660,4H-3-7+YE-5,,0,"Glaciecola sp.",negative
140920,N1.38,"LMG 28868, CCOS 838",1,"Glaciimonas frigoris",negative
130507,A2-57,"DSM 100199, CIP 110539, LMG 27070, UCCCB36",1,"Glaciimonas singularis",negative
164247,GS1,"JCM 32375, BCRC 81091",1,"Glaciimonas soli",negative
11715,1374,"DSM 21448, ATCC 19417, CCUG 3712, CIP 100918, CIP 58.8, NCTC 4557, KCTC 15419",1,"Glaesserella parasuis",negative
134017,T6203-4-1a,"JCM 19092, NCIMB 14860, LMG 27801",1,"Gluconacetobacter aggeris",negative
133744,"K8617-1- 1b","JCM 17772, NCIMB 14759, BCRC 80741, LMG 27724",1,"Gluconacetobacter asukensis",negative
43,CFN-Ca54,"DSM 13594, ATCC 700988",1,"Gluconacetobacter azotocaptans",negative
44,CFN-Cf55,"DSM 13595, ATCC 700987",1,"Gluconacetobacter johannae",negative
42,,"DSM 12717, SRI 1794",1,"Gluconacetobacter sacchari",negative
134019,T61213-20-1a,"JCM 19094, NCIMB 14859, LMG 27800",1,"Gluconacetobacter takamatsuzukensis",negative
133743,K5929-2-1b,"JCM 17774, NCIMB 14760, BCRC 80742, LMG 27725",1,"Gluconacetobacter tumulicola",negative
134018,T611xx-1-4a,"JCM 19097, NCIMB 14861, LMG 27802",1,"Gluconacetobacter tumulisoli",negative
53,40,"DSM 7146, ATCC 49207, IFO 3264, NBRC 3264",1,"Gluconobacter frateurii",negative
134355,,"BCC 14458, NBRC 3271",1,"Gluconobacter japonicus",negative
48,I,"DSM 3503, ATCC 19357, DSM 4494, IAM 14436, NCIB 9013, JCM 7642, CCM 3607, CCUG 18132, CIP 103106, DSM 7145, IFO 14819, LMG 1408, LMG 1589, NBRC 14819, NCIMB 9013, NRIC 1843",1,"Gluconobacter oxydans",negative
133951,,"LMG 27140, CCUG 62981, MCS 33",1,"Glycocaulis abyssi",negative
158807,LA399,"CGMCC 1.16248, KCTC 52885",1,"Gracilimonas amylolytica",negative
140707,WDS2C40,"KCTC 52042, MCCC 1H00135",1,"Gracilimonas halophila",negative
24739,,"DSM 21985, ACCC 10717, YIM J14",1,"Gracilimonas mengyeensis",negative
134035,CL-KR2,"KCCM 90206, JCM 18898",1,"Gracilimonas rosea",negative
17764,CL-CB462,"DSM 19535, KCCM 90063",1,"Gracilimonas tropica",negative
133966,BS12,"KACC 16188, JCM 17790",1,"Gramella aestuarii",negative
