,Accession,staining,Genome Length (bp),Jumbophage,molGC (%),Molecule,Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),tRNAs
1182,NC_061451,negative,265635,True,48.954,DNA,336,56.8452380952381,43.1547619047619,94.8545937094133,0
1183,NC_061449,negative,263916,True,49.0,DNA,322,53.7267080745342,46.2732919254658,94.8847360523803,0
1184,NC_061448,negative,266939,True,49.447,DNA,329,54.7112462006079,45.2887537993921,94.9228100802056,0
1185,NC_061447,negative,263237,True,49.326,DNA,335,56.1194029850746,43.8805970149254,95.3357620699218,0
1186,NC_061446,negative,259771,True,49.298,DNA,326,55.2147239263804,44.7852760736196,94.9782693218258,0
1187,NC_061445,negative,266175,True,49.503,DNA,332,55.1204819277108,44.8795180722892,95.1738517892364,0
1188,NC_061444,negative,265891,True,49.186,DNA,331,53.7764350453172,46.2235649546828,95.2867904517265,0
1189,NC_061443,negative,265442,True,49.379,DNA,330,54.2424242424242,45.7575757575758,94.7370800400841,0
1190,NC_061442,negative,261719,True,49.167,DNA,328,54.5731707317073,45.4268292682927,94.8215452450911,0
1191,NC_061441,negative,266838,True,49.58,DNA,336,55.3571428571429,44.6428571428571,95.3106379151395,0
1192,NC_061440,negative,265146,True,49.569,DNA,337,55.4896142433234,44.5103857566766,95.4968206195832,0
1193,NC_061421,negative,307210,True,45.131,DNA,373,10.9919571045576,89.0080428954424,93.6151166954201,9
1194,NC_061418,negative,296707,True,45.695,DNA,355,10.4225352112676,89.5774647887324,93.3847196055368,6
1195,NC_055956,negative,49276,False,50.388,DNA,76,77.6315789473684,22.3684210526316,90.689179316503,0
1196,NC_052978,negative,60056,False,48.818,DNA,71,23.943661971831,76.056338028169,91.8642600239776,0
1197,NC_049466,negative,52401,False,42.824,DNA,75,98.6666666666667,1.33333333333333,86.9639892368466,0
1198,NC_055921,positive,70823,False,40.646,DNA,95,15.7894736842105,84.2105263157895,92.5843299493102,6
1199,NC_055919,negative,76617,False,44.34,DNA,98,77.5510204081633,22.4489795918367,94.6839474268113,5
1200,NC_055916,positive,17056,False,29.397,DNA,19,57.8947368421053,42.1052631578947,94.0666041275797,0
1201,NC_055913,negative,128602,False,40.195,DNA,186,73.1182795698925,26.8817204301075,88.544501640721,21
1202,NC_055911,negative,37727,False,64.484,DNA,44,79.5454545454545,20.4545454545455,86.9138813051661,0
1203,NC_055910,negative,109434,False,39.999,DNA,149,26.8456375838926,73.1543624161074,86.0463841219365,27
1204,NC_055907,positive,86301,False,33.003,DNA,108,74.0740740740741,25.9259259259259,91.9085526239557,2
1205,NC_055906,positive,17471,False,29.569,DNA,20,45.0,55.0,95.661381718276,0
1206,NC_055863,negative,38038,False,64.315,DNA,52,90.3846153846154,9.61538461538462,91.1325516588674,0
1207,NC_055862,negative,36616,False,43.224,DNA,45,17.7777777777778,82.2222222222222,90.8209525890321,0
1208,NC_055851,negative,127019,False,40.097,DNA,181,73.4806629834254,26.5193370165746,88.1938922523402,22
1209,NC_055850,negative,127684,False,40.094,DNA,190,70.5263157894737,29.4736842105263,89.1920679176717,22
1210,NC_055849,negative,126683,False,40.179,DNA,179,73.1843575418994,26.8156424581006,88.2904572831398,22
1211,NC_055848,negative,126504,False,40.172,DNA,175,74.8571428571429,25.1428571428571,88.2335736419402,24
1212,NC_055847,negative,128425,False,40.233,DNA,192,72.9166666666667,27.0833333333333,88.2390500291999,23
1213,NC_055846,negative,31096,False,52.126,DNA,38,89.4736842105263,10.5263157894737,90.58078209416,0
1214,NC_055845,negative,32336,False,51.661,DNA,41,82.9268292682927,17.0731707317073,91.8295398317665,0
1215,NC_055844,negative,31809,False,51.467,DNA,39,87.1794871794872,12.8205128205128,89.9745355088182,0
1216,NC_055841,negative,151073,False,46.936,DNA,238,51.6806722689076,48.3193277310924,93.2939704646098,2
1217,NC_055840,negative,75576,False,45.389,DNA,90,76.6666666666667,23.3333333333333,92.2872340425532,3
1218,NC_055839,negative,60418,False,61.758,DNA,83,72.289156626506,27.710843373494,94.307987685789,0
1219,NC_055838,negative,43872,False,59.466,DNA,63,85.7142857142857,14.2857142857143,89.6562727935813,2
1220,NC_055837,negative,44153,False,59.346,DNA,64,84.375,15.625,90.5102711027563,0
1221,NC_055836,negative,44086,False,59.475,DNA,63,85.7142857142857,14.2857142857143,89.5477022183913,2
1222,NC_055835,negative,44763,False,59.429,DNA,65,86.1538461538462,13.8461538461538,91.3991466166253,2
1223,NC_055834,positive,85371,False,30.291,DNA,134,19.4029850746269,80.5970149253731,92.1413594780429,1
1224,NC_055833,positive,85669,False,30.205,DNA,131,80.1526717557252,19.8473282442748,92.3461228682487,1
1225,NC_055832,negative,99494,False,37.042,DNA,110,39.0909090909091,60.9090909090909,93.7061531348624,13
1226,NC_055830,negative,126550,False,40.237,DNA,180,71.6666666666667,28.3333333333333,88.3002765705255,22
1227,NC_055829,negative,126552,False,40.098,DNA,184,73.3695652173913,26.6304347826087,88.528826095202,22
1228,NC_055824,negative,68059,False,38.452,DNA,101,21.7821782178218,78.2178217821782,95.2864426453518,0
1229,NC_055823,negative,79328,False,39.579,DNA,92,25.0,75.0,91.6549011698265,0
1230,NC_055814,positive,17711,False,29.293,DNA,18,38.8888888888889,61.1111111111111,93.9416182033764,0
1231,NC_055722,negative,32090,False,61.792,DNA,41,17.0731707317073,82.9268292682927,87.896540978498,0
1232,NC_055040,positive,46435,False,33.143,DNA,67,88.0597014925373,11.9402985074627,91.4827177775385,0
1233,NC_055025,positive,40093,False,35.695,DNA,69,88.4057971014493,11.5942028985507,94.9243010001746,0
1234,NC_055018,positive,21629,False,36.104,DNA,36,44.4444444444444,55.5555555555556,91.1415229552915,0
1235,NC_055017,positive,22099,False,36.092,DNA,37,48.6486486486487,51.3513513513513,91.1172451242138,0
1236,NC_055016,positive,21006,False,36.142,DNA,34,52.9411764705882,47.0588235294118,92.7020851185376,0
1237,NC_055015,positive,21144,False,35.873,DNA,36,52.7777777777778,47.2222222222222,90.9761634506243,0
1238,NC_055014,positive,20030,False,36.216,DNA,40,50.0,50.0,92.126809785322,0
1239,NC_055013,positive,20751,False,35.96,DNA,35,51.4285714285714,48.5714285714286,90.8197195315888,0
1240,NC_055012,positive,21746,False,35.616,DNA,38,44.7368421052632,55.2631578947368,90.182102455624,0
1241,NC_055011,positive,22410,False,35.573,DNA,37,45.945945945946,54.0540540540541,90.6024096385542,0
1242,NC_055010,positive,23281,False,35.51,DNA,39,43.5897435897436,56.4102564102564,91.9676989820025,0
1243,NC_055009,positive,22405,False,35.729,DNA,41,51.219512195122,48.780487804878,90.3816112474894,0
1244,NC_055008,positive,21749,False,36.264,DNA,36,52.7777777777778,47.2222222222222,91.0386684445262,0
1245,NC_055007,positive,22109,False,35.474,DNA,41,43.9024390243902,56.0975609756098,93.2742322131259,0
1246,NC_055006,positive,21869,False,35.731,DNA,37,48.6486486486487,51.3513513513513,92.4870821711098,0
1247,NC_054995,positive,21078,False,36.218,DNA,38,50.0,50.0,89.7808141189866,0
1248,NC_054987,positive,26526,False,36.504,DNA,38,50.0,50.0,92.8070572268717,0
1249,NC_054981,positive,43444,False,34.946,DNA,67,8.95522388059701,91.044776119403,93.3891906822576,0
1250,NC_054975,positive,43134,False,34.437,DNA,64,89.0625,10.9375,93.7334817081653,0
1251,NC_054973,positive,44384,False,34.046,DNA,67,89.5522388059701,10.4477611940298,93.6553713049748,0
1252,NC_054965,negative,62420,False,56.237,DNA,75,37.3333333333333,62.6666666666667,92.8917013777635,1
1253,NC_054953,negative,55145,False,65.273,DNA,81,71.6049382716049,28.3950617283951,93.9541209538489,1
1254,NC_054945,negative,167948,False,35.353,DNA,264,16.2878787878788,83.7121212121212,94.3262200204825,11
1255,NC_054937,positive,172360,False,35.36,DNA,274,17.1532846715328,82.8467153284672,93.0163611046647,6
1256,NC_054934,negative,165017,False,35.359,DNA,263,84.0304182509506,15.9695817490494,94.7884157389845,6
1257,NC_054933,negative,167892,False,35.327,DNA,269,15.6133828996283,84.3866171003718,94.4869320753818,10
1258,NC_054932,negative,166833,False,35.438,DNA,268,84.7014925373134,15.2985074626866,94.810978643314,10
1259,NC_054921,negative,168642,False,35.425,DNA,271,15.1291512915129,84.8708487084871,94.6241149891486,8
1260,NC_054913,negative,168241,False,37.324,DNA,259,83.011583011583,16.988416988417,94.3759250123335,3
1261,NC_054897,negative,45806,False,44.509,DNA,62,85.4838709677419,14.5161290322581,82.1093306553727,0
1262,NC_054896,negative,51014,False,44.631,DNA,82,71.9512195121951,28.0487804878049,88.7932724350178,0
1263,NC_054654,negative,45424,False,48.371,DNA,73,57.5342465753425,42.4657534246575,91.9866150052835,0
1264,NC_054653,negative,46391,False,48.208,DNA,78,39.7435897435897,60.2564102564103,93.6647194498933,0
1265,NC_054648,positive,47483,False,46.488,DNA,84,61.9047619047619,38.0952380952381,90.8640987300718,1
1266,NC_054646,positive,47604,False,45.526,DNA,79,62.0253164556962,37.9746835443038,90.1814973531636,0
1267,NC_054461,negative,47407,False,62.97,DNA,70,42.8571428571429,57.1428571428571,90.2588225367562,0
1268,NC_054433,positive,52581,False,70.195,DNA,82,89.0243902439024,10.9756097560976,90.7380993134402,2
1269,NC_054148,negative,43707,False,62.153,DNA,62,83.8709677419355,16.1290322580645,92.3948108998559,0
1270,NC_054147,negative,42452,False,64.303,DNA,61,85.2459016393443,14.7540983606557,92.9920851785546,1
1271,NC_053015,negative,58573,False,54.535,DNA,82,64.6341463414634,35.3658536585366,94.5896573506564,0
1272,NC_053014,negative,55830,False,54.542,DNA,78,67.948717948718,32.0512820512821,95.4486835034927,0
1273,NC_053011,negative,62716,False,57.244,DNA,79,62.0253164556962,37.9746835443038,94.6409209771031,0
1274,NC_053010,negative,60924,False,49.47,DNA,75,69.3333333333333,30.6666666666667,94.1353161315738,0
1275,NC_053009,negative,60727,False,49.27,DNA,74,68.9189189189189,31.0810810810811,94.1195843693909,0
1276,NC_053008,positive,59618,False,54.056,DNA,73,32.8767123287671,67.1232876712329,94.3305713039686,0
1277,NC_052999,positive,60438,False,56.58,DNA,74,64.8648648648649,35.1351351351351,93.8896058770972,0
1278,NC_052991,negative,54417,False,56.899,DNA,62,38.7096774193548,61.2903225806452,95.7164121506147,0
1279,NC_052989,negative,61736,False,58.515,DNA,77,59.7402597402597,40.2597402597403,94.0391343786445,0
1280,NC_052984,negative,60975,False,62.021,DNA,74,32.4324324324324,67.5675675675676,94.450184501845,0
1281,NC_052983,negative,58536,False,46.898,DNA,63,25.3968253968254,74.6031746031746,89.5295202952029,0
1282,NC_052980,negative,59078,False,46.72,DNA,67,76.1194029850746,23.8805970149254,91.5569247435594,0
1283,NC_052979,negative,59837,False,48.916,DNA,67,23.8805970149254,76.1194029850746,91.5888162842388,0
1284,NC_052663,negative,147702,False,37.556,DNA,240,45.4166666666667,54.5833333333333,90.9683010385777,15
1285,NC_052661,negative,150947,False,39.025,DNA,269,49.4423791821561,50.5576208178439,91.4506416159314,10
1286,NC_052660,negative,150473,False,39.105,DNA,280,48.5714285714286,51.4285714285714,91.6250755949572,10
1287,NC_052659,negative,144998,False,39.056,DNA,256,54.296875,45.703125,91.6378156940096,10
1288,NC_052658,negative,151514,False,38.877,DNA,265,51.6981132075472,48.3018867924528,90.5909684913605,9
1289,NC_052657,negative,146307,False,37.365,DNA,239,56.0669456066946,43.9330543933054,90.4228779210837,15
1290,NC_052656,negative,149335,False,39.116,DNA,272,50.3676470588235,49.6323529411765,90.8246559748217,10
1291,NC_052655,negative,147009,False,37.511,DNA,240,45.4166666666667,54.5833333333333,90.6583950642478,15
1292,NC_049900,positive,40298,False,35.488,DNA,62,12.9032258064516,87.0967741935484,88.9101196089136,0
1293,NC_049857,positive,123023,False,32.967,DNA,166,79.5180722891566,20.4819277108434,88.3810344407143,7
1294,NC_049853,negative,49890,False,44.171,DNA,76,77.6315789473684,22.3684210526316,88.9837642814191,0
1295,NC_049852,negative,51643,False,44.128,DNA,80,27.5,72.5,88.6180121216815,0
1296,NC_049845,negative,49477,False,50.419,DNA,78,24.3589743589744,75.6410256410256,90.9816682498939,0
1297,NC_049842,negative,49316,False,51.032,DNA,76,77.6315789473684,22.3684210526316,88.7724065212102,0
1298,NC_049838,negative,47844,False,50.907,DNA,77,79.2207792207792,20.7792207792208,89.3403561575119,0
1299,NC_049832,negative,50168,False,45.505,DNA,78,24.3589743589744,75.6410256410256,90.0035879445065,0
1300,NC_049831,negative,50309,False,45.352,DNA,78,75.6410256410256,24.3589743589744,88.755491065217,0
1301,NC_049830,negative,49043,False,43.806,DNA,75,25.3333333333333,74.6666666666667,89.4867769100585,0
1302,NC_049829,negative,46660,False,43.89,DNA,71,26.7605633802817,73.2394366197183,86.5023574796399,0
1303,NC_049828,negative,48613,False,44.038,DNA,74,67.5675675675676,32.4324324324324,88.4207927920515,0
1304,NC_049827,negative,51154,False,44.145,DNA,80,72.5,27.5,89.4416858896665,0
1305,NC_049826,negative,51662,False,44.125,DNA,82,70.7317073170732,29.2682926829268,89.723587936975,0
1306,NC_049825,negative,49530,False,44.099,DNA,76,73.6842105263158,26.3157894736842,88.7462144155057,0
1307,NC_049824,negative,50709,False,44.13,DNA,80,73.75,26.25,89.664556587588,0
1308,NC_049823,negative,50971,False,44.088,DNA,83,71.0843373493976,28.9156626506024,89.7157207039297,0
1309,NC_049821,positive,51048,False,44.012,DNA,80,72.5,27.5,89.6803008932769,0
1310,NC_049820,negative,53145,False,44.512,DNA,74,82.4324324324324,17.5675675675676,83.0426192492238,0
1311,NC_049819,negative,50732,False,44.599,DNA,84,28.5714285714286,71.4285714285714,89.5174643223212,0
1312,NC_049818,negative,51627,False,44.637,DNA,84,72.6190476190476,27.3809523809524,90.2841536405369,0
1313,NC_049817,negative,51277,False,44.788,DNA,83,72.289156626506,27.710843373494,89.8063459250736,0
1314,NC_049816,negative,51111,False,44.799,DNA,84,28.5714285714286,71.4285714285714,89.5932382461701,0
1315,NC_049815,negative,51012,False,44.472,DNA,86,26.7441860465116,73.2558139534884,89.6553752058339,0
1316,NC_049812,positive,31050,False,36.135,DNA,52,98.0769230769231,1.92307692307692,92.3671497584541,0
1317,NC_049808,positive,57909,False,34.364,DNA,81,100.0,0.0,91.7543041668825,3
1318,NC_049508,positive,159128,False,45.159,DNA,204,63.2352941176471,36.7647058823529,92.8661203559399,4
1319,NC_049507,positive,158905,False,45.279,DNA,202,65.8415841584158,34.1584158415842,92.5980932003398,3
1320,NC_049506,positive,158230,False,44.42,DNA,211,65.8767772511848,34.1232227488152,92.1734184415092,3
1321,NC_049505,positive,157920,False,44.598,DNA,197,64.9746192893401,35.0253807106599,92.7849544072948,3
1322,NC_049504,positive,157254,False,44.768,DNA,204,66.6666666666667,33.3333333333333,92.2768260266829,3
1323,NC_049503,positive,156801,False,44.491,DNA,206,65.0485436893204,34.9514563106796,93.2385635295693,0
1324,NC_049502,positive,156130,False,44.703,DNA,202,63.8613861386139,36.1386138613861,91.9938512777813,4
1325,NC_049501,positive,151015,False,45.12,DNA,202,65.3465346534654,34.6534653465347,93.7827368142238,4
1326,NC_049500,positive,144232,False,44.47,DNA,187,68.9839572192513,31.0160427807487,93.3475234344667,0
1327,NC_049499,positive,143249,False,44.529,DNA,189,66.6666666666667,33.3333333333333,91.7618971162102,3
1328,NC_049497,positive,160400,False,44.694,DNA,210,64.7619047619048,35.2380952380952,91.9844139650873,4
1329,NC_049496,positive,158892,False,44.71,DNA,206,34.9514563106796,65.0485436893204,92.4263021423357,3
1330,NC_049495,positive,158087,False,44.522,DNA,205,66.3414634146341,33.6585365853659,92.2416137949357,4
1331,NC_049494,negative,166330,False,36.372,DNA,246,83.3333333333333,16.6666666666667,93.7533818312992,9
1332,NC_049493,negative,165151,False,36.763,DNA,246,17.0731707317073,82.9268292682927,94.2731197510157,8
1333,NC_049492,negative,167922,False,36.729,DNA,247,16.5991902834008,83.4008097165992,94.477793261157,7
1334,NC_049491,negative,164746,False,36.752,DNA,239,17.9916317991632,82.0083682008368,94.0902965777621,8
1335,NC_049490,negative,165927,False,36.714,DNA,248,16.5322580645161,83.4677419354839,94.5964189071098,9
1336,NC_049488,positive,25327,False,34.876,DNA,46,58.695652173913,41.304347826087,90.1804398468038,2
1337,NC_049487,positive,29925,False,34.399,DNA,58,50.0,50.0,92.093567251462,1
1338,NC_049486,positive,29340,False,34.315,DNA,56,48.2142857142857,51.7857142857143,87.9072937968644,1
1339,NC_049485,positive,32653,False,34.478,DNA,60,45.0,55.0,89.0086668912504,0
1340,NC_049484,positive,29218,False,34.475,DNA,56,46.4285714285714,53.5714285714286,90.3586830036279,2
1341,NC_049483,positive,29652,False,34.149,DNA,55,49.0909090909091,50.9090909090909,89.3497909078646,1
1342,NC_049482,positive,27642,False,35.428,DNA,47,53.1914893617021,46.8085106382979,91.4405614644382,1
1343,NC_049481,positive,30162,False,34.451,DNA,55,49.0909090909091,50.9090909090909,89.9675087858895,1
1344,NC_049480,positive,30832,False,34.561,DNA,57,45.6140350877193,54.3859649122807,89.4103528801245,1
1345,NC_049479,negative,166210,False,36.746,DNA,248,16.5322580645161,83.4677419354839,94.8541002346429,8
1346,NC_049477,negative,33851,False,45.564,DNA,49,85.7142857142857,14.2857142857143,90.9987888097841,0
1347,NC_049476,positive,32697,False,34.236,DNA,57,47.3684210526316,52.6315789473684,90.3936140930361,0
1348,NC_049475,positive,28396,False,35.075,DNA,50,48.0,52.0,89.7520777574306,1
1349,NC_049474,positive,29075,False,35.384,DNA,48,52.0833333333333,47.9166666666667,91.2364574376612,1
1350,NC_049472,negative,160795,False,46.306,DNA,211,68.7203791469194,31.2796208530806,90.9132746665008,6
1351,NC_049469,negative,75239,False,44.246,DNA,100,77.0,23.0,93.2561570462127,5
1352,NC_049467,negative,70678,False,41.716,DNA,85,17.6470588235294,82.3529411764706,90.6802682588641,10
1353,NC_049464,negative,167547,False,41.802,DNA,261,15.7088122605364,84.2911877394636,95.0258733370338,4
1354,NC_049463,negative,76239,False,55.111,DNA,84,69.0476190476191,30.952380952381,92.3661118325267,5
1355,NC_049459,positive,31123,False,53.006,DNA,43,86.046511627907,13.953488372093,91.6492626032195,0
1356,NC_049432,negative,39309,False,65.153,DNA,55,89.0909090909091,10.9090909090909,90.5059909944288,0
1357,NC_049344,negative,37583,False,52.005,DNA,52,69.2307692307692,30.7692307692308,84.2934305404039,0
1358,NC_049343,negative,33041,False,52.441,DNA,40,65.0,35.0,85.7934081898248,0
1359,NC_049342,negative,39179,False,52.651,DNA,53,62.2641509433962,37.7358490566038,87.9348630643967,0
1360,NC_049341,negative,31194,False,53.446,DNA,46,34.7826086956522,65.2173913043478,81.8426620503943,0
1361,NC_048878,negative,56163,False,45.61,DNA,68,61.7647058823529,38.2352941176471,95.3047379947652,0
1362,NC_048875,negative,54982,False,44.182,DNA,80,100.0,0.0,88.3598268524244,1
