Accession,staining,Genome Length (bp),Jumbophage,molGC (%),Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),tRNAs,Molecule_DNA,Molecule_RNA,Molecule_ss-DNA,Molecule_ss-RNA
NC_052966,negative,60497,False,66.532,80,51.25,48.75,92.7136882820636,1,True,False,False,False
NC_051602,positive,60618,False,67.46,93,95.6989247311828,4.3010752688172,89.765416213006,0,True,False,False,False
NC_047801,negative,40995,False,48.889,48,100.0,0.0,90.6549579216978,0,True,False,False,False
NC_047797,negative,40751,False,48.917,47,100.0,0.0,90.6235429805403,0,True,False,False,False
NC_050154,negative,91159,False,47.01,113,37.1681415929204,62.8318584070796,89.2835594949484,4,True,False,False,False
NC_049931,positive,18838,False,34.627,22,50.0,50.0,95.3126658880985,0,True,False,False,False
NC_049926,negative,40469,False,51.009,59,81.3559322033898,18.6440677966102,89.2090241913563,0,True,False,False,False
NC_049918,negative,62020,False,50.002,77,59.7402597402597,40.2597402597403,89.0986778458562,3,True,False,False,False
NC_049856,positive,132949,False,32.508,193,64.2487046632124,35.7512953367876,88.5422229576755,3,True,False,False,False
NC_049855,positive,128179,False,32.57,177,74.0112994350282,25.9887005649718,85.9329531358491,6,True,False,False,False
NC_049854,positive,125658,False,32.551,178,73.5955056179775,26.4044943820225,86.8420633783762,5,True,False,False,False
NC_049811,positive,30556,False,36.32,50,100.0,0.0,93.1731902081424,0,True,False,False,False
NC_049810,positive,30745,False,36.045,50,96.0,4.0,92.7175150430964,0,True,False,False,False
NC_049807,positive,62054,False,34.246,92,100.0,0.0,91.4928932864924,4,True,False,False,False
NC_049806,positive,60551,False,34.292,85,100.0,0.0,91.2767749500421,3,True,False,False,False
NC_049431,negative,76918,False,42.596,97,25.7731958762887,74.2268041237113,94.6592475103357,0,True,False,False,False
NC_049430,negative,75880,False,43.102,106,20.7547169811321,79.2452830188679,94.6164997364259,1,True,False,False,False
NC_049383,negative,234670,True,28.717,293,47.7815699658703,52.2184300341297,92.8895896365108,3,True,False,False,False
NC_049382,positive,157665,False,44.452,208,65.3846153846154,34.6153846153846,92.6159895981987,3,True,False,False,False
NC_049381,positive,27203,False,35.378,52,48.0769230769231,51.9230769230769,90.5010476785649,2,True,False,False,False
NC_049380,negative,69396,False,34.573,105,15.2380952380952,84.7619047619048,87.0640959133091,1,True,False,False,False
NC_049379,negative,78145,False,43.158,110,21.8181818181818,78.1818181818182,95.4763580523386,0,True,False,False,False
NC_049377,positive,29952,False,34.709,54,48.1481481481481,51.8518518518518,92.311030982906,1,True,False,False,False
NC_049376,positive,30446,False,34.98,59,44.0677966101695,55.9322033898305,89.8935820797477,0,True,False,False,False
NC_049375,positive,29513,False,35.1,53,47.1698113207547,52.8301886792453,91.0988378002914,1,True,False,False,False
NC_049374,positive,32393,False,34.949,58,46.551724137931,53.448275862069,90.5195566943475,0,True,False,False,False
NC_049373,positive,32477,False,34.76,56,48.2142857142857,51.7857142857143,89.8050928349293,0,True,False,False,False
NC_049372,negative,72674,False,49.527,77,77.9220779220779,22.0779220779221,95.3490932107769,0,True,False,False,False
NC_049371,negative,76466,False,50.005,78,76.9230769230769,23.0769230769231,95.7837470248215,0,True,False,False,False
NC_048656,negative,147443,False,44.622,254,64.5669291338583,35.4330708661417,90.0815908520581,23,True,False,False,False
NC_048658,positive,34730,False,34.129,51,96.078431372549,3.92156862745098,94.3363086668586,0,True,False,False,False
NC_048737,positive,40721,False,44.834,57,87.719298245614,12.280701754386,91.9279978389529,0,True,False,False,False
NC_048660,negative,144974,False,48.18,182,42.8571428571429,57.1428571428571,93.2063680384069,10,True,False,False,False
NC_048659,negative,75764,False,48.701,98,20.4081632653061,79.5918367346939,95.0121429702761,0,True,False,False,False
NC_048657,positive,43516,False,32.85,65,86.1538461538462,13.8461538461538,87.4023347734167,0,True,False,False,False
NC_048655,positive,59097,False,56.541,73,63.013698630137,36.986301369863,93.41083303721,0,True,False,False,False
NC_048654,negative,76621,False,48.643,96,78.125,21.875,92.6456193471764,2,True,False,False,False
NC_048653,negative,76041,False,48.691,95,77.8947368421053,22.1052631578947,93.131337041859,0,True,False,False,False
NC_048651,positive,51606,False,38.273,81,80.2469135802469,19.7530864197531,92.5938844320428,0,True,False,False,False
NC_048649,positive,54894,False,46.009,79,50.6329113924051,49.3670886075949,91.9171494152366,0,True,False,False,False
NC_048647,negative,146203,False,38.548,216,57.8703703703704,42.1296296296296,90.8141419806707,17,True,False,False,False
NC_048646,negative,181570,False,44.68,282,46.4539007092199,53.5460992907801,95.9982375943162,1,True,False,False,False
NC_048645,negative,177907,False,44.871,278,46.7625899280576,53.2374100719424,96.0490593399922,1,True,False,False,False
NC_048644,positive,43922,False,33.277,63,15.8730158730159,84.1269841269841,87.4413733436547,0,True,False,False,False
NC_048636,positive,42282,False,33.463,69,89.8550724637681,10.1449275362319,92.4861643252448,0,True,False,False,False
NC_048125,negative,71992,False,43.166,82,32.9268292682927,67.0731707317073,93.4548283142571,1,True,False,False,False
NC_048124,negative,71915,False,43.063,85,32.9411764705882,67.0588235294118,93.9470207884308,1,True,False,False,False
NC_048123,negative,44168,False,43.516,55,0.0,100.0,91.9874117007788,0,True,False,False,False
NC_048122,negative,72305,False,42.983,86,34.8837209302326,65.1162790697674,93.705829472374,1,True,False,False,False
NC_048121,negative,72290,False,42.941,84,66.6666666666667,33.3333333333333,93.0820307096417,1,True,False,False,False
NC_048066,negative,32014,False,44.559,42,80.9523809523809,19.047619047619,92.5844942837509,0,True,False,False,False
NC_048055,negative,41344,False,54.252,44,0.0,100.0,92.3205301857585,0,True,False,False,False
NC_047980,negative,40578,False,52.851,50,100.0,0.0,91.9266597663759,0,True,False,False,False
NC_047943,negative,15010,False,54.63,20,50.0,50.0,84.7435043304464,0,True,False,False,False
NC_047929,negative,43036,False,50.943,48,100.0,0.0,93.0964773677851,0,True,False,False,False
NC_047928,negative,11648,False,56.104,17,47.0588235294118,52.9411764705882,87.2081043956044,0,True,False,False,False
NC_047882,negative,111671,False,42.713,155,74.1935483870968,25.8064516129032,87.6127195064072,21,True,False,False,False
NC_047881,negative,113299,False,39.076,161,71.4285714285714,28.5714285714286,86.1296216206674,20,True,False,False,False
NC_047880,negative,261365,True,47.178,333,55.8558558558559,44.1441441441441,95.0257303005376,0,True,False,False,False
NC_047879,negative,60160,False,64.058,81,100.0,0.0,94.2137632978723,0,True,False,False,False
NC_047878,negative,60332,False,64.182,81,100.0,0.0,94.0943446264006,0,True,False,False,False
NC_047877,negative,62030,False,64.034,82,100.0,0.0,94.4059326132517,0,True,False,False,False
NC_047876,negative,59779,False,63.974,78,100.0,0.0,93.8506833503404,0,True,False,False,False
NC_047875,positive,39902,False,47.559,69,62.3188405797101,37.6811594202899,91.8901308205103,0,True,False,False,False
NC_047866,negative,42167,False,58.864,47,100.0,0.0,92.4253563212939,0,True,False,False,False
NC_047859,positive,117842,False,38.982,177,66.1016949152542,33.8983050847458,86.9409887815889,22,True,False,False,False
NC_047858,negative,44601,False,39.217,52,100.0,0.0,91.3903275711307,0,True,False,False,False
NC_047857,negative,44024,False,53.998,53,100.0,0.0,94.0464292204252,0,True,False,False,False
NC_047836,negative,45385,False,43.217,51,100.0,0.0,94.4276743417429,1,True,False,False,False
NC_047835,negative,110901,False,39.162,163,28.2208588957055,71.7791411042945,86.4356498137979,27,True,False,False,False
NC_047833,negative,30413,False,54.138,43,83.7209302325581,16.2790697674419,94.0847663827968,0,True,False,False,False
NC_047832,negative,37287,False,40.725,44,100.0,0.0,93.0485155684287,0,True,False,False,False
NC_047831,negative,38670,False,40.846,46,0.0,100.0,93.7315748642358,0,True,False,False,False
NC_047830,negative,53092,False,44.137,77,98.7012987012987,1.2987012987013,88.9041663527462,1,True,False,False,False
NC_047829,negative,39693,False,49.989,48,100.0,0.0,91.4392966014159,1,True,False,False,False
NC_047828,negative,49088,False,45.475,76,77.6315789473684,22.3684210526316,90.4986962190352,0,True,False,False,False
NC_047825,negative,50526,False,51.237,79,70.8860759493671,29.1139240506329,90.9868186676167,0,True,False,False,False
NC_047822,negative,107263,False,38.989,155,69.0322580645161,30.9677419354839,86.4025805729841,21,True,False,False,False
NC_047821,negative,44245,False,43.363,47,100.0,0.0,94.250197762459,1,True,False,False,False
NC_047818,negative,33540,False,50.403,43,86.046511627907,13.953488372093,93.3810375670841,0,True,False,False,False
NC_047817,negative,35100,False,54.43,46,69.5652173913043,30.4347826086957,92.9316239316239,0,True,False,False,False
NC_047816,negative,43211,False,61.482,49,2.04081632653061,97.9591836734694,92.2890004859874,1,True,False,False,False
NC_047814,positive,18275,False,30.096,20,45.0,55.0,95.4418604651163,0,True,False,False,False
NC_047813,positive,18546,False,29.823,20,45.0,55.0,94.1604658686509,0,True,False,False,False
NC_047812,negative,44234,False,44.217,69,76.8115942028985,23.1884057971014,90.4394809422616,1,True,False,False,False
NC_047811,negative,44094,False,54.141,54,100.0,0.0,93.6317866376378,0,True,False,False,False
NC_047810,negative,46717,False,44.215,71,80.2816901408451,19.7183098591549,89.6975405098786,1,True,False,False,False
NC_047809,negative,37775,False,45.117,46,97.8260869565217,2.17391304347826,92.3150231634679,0,True,False,False,False
NC_047808,negative,39300,False,49.954,48,100.0,0.0,82.7862595419847,0,True,False,False,False
NC_047807,negative,44970,False,44.966,59,0.0,100.0,91.3475650433622,0,True,False,False,False
NC_047806,negative,44018,False,45.036,55,0.0,100.0,88.6341951020037,0,True,False,False,False
NC_047805,negative,42771,False,47.672,53,100.0,0.0,92.6492249421337,0,True,False,False,False
NC_047804,negative,42042,False,63.177,46,2.17391304347826,97.8260869565217,92.1578421578422,0,True,False,False,False
NC_047803,negative,43121,False,43.401,47,97.8723404255319,2.12765957446809,87.9594629067044,0,True,False,False,False
NC_047802,negative,44609,False,45.545,54,100.0,0.0,90.8964558721334,0,True,False,False,False
NC_047799,negative,40163,False,53.136,47,97.8723404255319,2.12765957446809,92.0175285710729,0,True,False,False,False
NC_047798,negative,41116,False,53.342,48,100.0,0.0,91.8401595485942,0,True,False,False,False
NC_047796,positive,155053,False,37.018,201,36.81592039801,63.18407960199,88.9115334756503,7,True,False,False,False
NC_047791,negative,53333,False,44.944,73,100.0,0.0,87.2892955580972,0,True,False,False,False
NC_047790,negative,35209,False,42.231,48,81.25,18.75,91.0846658524809,0,True,False,False,False
NC_047789,negative,39790,False,48.635,50,100.0,0.0,91.5305353103795,0,True,False,False,False
NC_047788,positive,18023,False,29.34,20,45.0,55.0,94.4959218776008,0,True,False,False,False
NC_047787,negative,42641,False,51.347,52,0.0,100.0,94.7820173072864,0,True,False,False,False
NC_047786,positive,53263,False,43.732,80,61.25,38.75,92.9857499577568,0,True,False,False,False
NC_047785,negative,50552,False,45.828,79,74.6835443037975,25.3164556962025,89.9786358601044,0,True,False,False,False
NC_047784,negative,51099,False,50.848,77,71.4285714285714,28.5714285714286,90.7062760523689,0,True,False,False,False
NC_047783,negative,44623,False,54.129,56,100.0,0.0,93.5369652421397,0,True,False,False,False
NC_047782,negative,41335,False,52.495,51,100.0,0.0,92.5656223539373,0,True,False,False,False
NC_047781,negative,41697,False,52.704,54,98.1481481481482,1.85185185185185,92.5102525361537,0,True,False,False,False
NC_047780,negative,40605,False,52.516,49,100.0,0.0,92.5821943110454,0,True,False,False,False
NC_047779,negative,43557,False,54.134,55,100.0,0.0,93.2088986844824,0,True,False,False,False
NC_047777,negative,40291,False,49.815,46,100.0,0.0,87.9650542304733,0,True,False,False,False
NC_047775,negative,32826,False,50.795,48,85.4166666666667,14.5833333333333,93.2096508864924,0,True,False,False,False
NC_047774,negative,39631,False,50.741,48,100.0,0.0,90.4973379425197,0,True,False,False,False
NC_047773,negative,41283,False,52.583,50,100.0,0.0,92.4278758811133,0,True,False,False,False
NC_047772,negative,40395,False,52.281,53,100.0,0.0,92.4842183438544,0,True,False,False,False
NC_047771,negative,40765,False,53.222,47,100.0,0.0,90.8131975959769,0,True,False,False,False
NC_047767,positive,139681,False,31.827,201,71.6417910447761,28.3582089552239,88.5839878007746,0,True,False,False,False
NC_047766,negative,38890,False,50.463,49,95.9183673469388,4.08163265306122,90.7096940087426,0,True,False,False,False
NC_047764,positive,73787,False,38.962,96,70.8333333333333,29.1666666666667,87.7715586756475,2,True,False,False,False
NC_047762,negative,44862,False,58.205,51,100.0,0.0,92.8982212117159,1,True,False,False,False
NC_042131,negative,44549,False,48.984,56,100.0,0.0,94.1098565624369,0,True,False,False,False
NC_042074,negative,111671,False,42.705,154,25.974025974026,74.025974025974,87.3924295475101,21,True,False,False,False
NC_042047,negative,154938,False,47.351,207,67.6328502415459,32.3671497584541,92.0594044069241,4,True,False,False,False
NC_042007,negative,41514,False,39.334,50,100.0,0.0,92.014742014742,0,True,False,False,False
NC_042006,negative,41208,False,39.196,49,100.0,0.0,92.6907396622015,0,True,False,False,False
NC_042004,negative,40598,False,39.275,47,100.0,0.0,90.8246711660673,0,True,False,False,False
NC_042003,negative,40879,False,39.145,48,100.0,0.0,92.225837226938,0,True,False,False,False
NC_041998,negative,45373,False,37.837,84,15.4761904761905,84.5238095238095,91.3891521389373,0,True,False,False,False
NC_041997,negative,156281,False,58.738,256,95.703125,4.296875,94.8829352256512,3,True,False,False,False
NC_041996,negative,171175,False,38.735,273,15.3846153846154,84.6153846153846,95.2545640426464,16,True,False,False,False
NC_041995,negative,50564,False,45.532,74,22.972972972973,77.027027027027,86.3262400126572,0,True,False,False,False
NC_041990,negative,170496,False,37.665,269,84.3866171003718,15.6133828996283,94.5523648648649,10,True,False,False,False
NC_041966,negative,45888,False,37.626,90,13.3333333333333,86.6666666666667,94.782949790795,0,True,False,False,False
NC_041937,negative,129454,False,43.626,220,41.3636363636364,58.6363636363636,87.8335161524557,3,True,False,False,False
NC_041936,negative,164706,False,40.542,264,17.8030303030303,82.1969696969697,93.2006119995629,0,True,False,False,False
NC_041927,negative,130138,False,60.175,196,41.3265306122449,58.6734693877551,88.2547756996419,24,True,False,False,False
NC_041926,negative,41289,False,53.075,54,11.1111111111111,88.8888888888889,90.6052459492843,0,True,False,False,False
NC_041924,negative,45415,False,37.578,88,88.6363636363636,11.3636363636364,94.1847407244303,0,True,False,False,False
NC_041922,positive,84419,False,39.013,118,73.728813559322,26.271186440678,88.303580947417,21,True,False,False,False
NC_041921,negative,77874,False,61.546,123,86.9918699186992,13.0081300813008,94.8801910778951,0,True,False,False,False
NC_041919,negative,168188,False,35.373,266,84.2105263157895,15.7894736842105,94.3503698242443,11,True,False,False,False
