id,staining,genome_length,jumbophage,gc_%,trna_count,cds_number,coding_capacity,positive_strand_%,negative_strand_%,molecule_type_ss-DNA,molecule_type_DNA,molecule_type_RNA,molecule_type_ss-RNA,topology_circular,topology_linear
NC_029107,negative,41941,0,65.103,0,56,93.37402541665674,94.64,5.36,False,True,False,False,True,False
NC_029103,negative,64323,0,38.363,0,87,85.90550813861294,55.17,44.83,False,True,False,False,True,False
NC_029102,negative,36051,0,50.639,0,41,89.20695681118416,0.0,100.0,False,True,False,False,False,True
NC_029100,negative,33399,0,40.286,0,56,90.54163298302345,30.36,69.64,False,True,False,False,False,True
NC_029099,negative,49797,0,50.702,0,79,93.03170873747415,78.48,21.52,False,True,False,False,False,True
NC_029094,negative,131903,0,37.364,0,228,86.25884172460066,51.32,48.68,False,True,False,False,False,True
NC_029092,negative,44974,0,60.902,0,55,187.49722061635612,100.0,0.0,False,True,False,False,False,True
NC_029091,negative,168771,0,37.707,2,272,94.99854832880057,84.93,15.07,False,True,False,False,False,True
NC_029081,negative,45633,0,48.862,0,61,93.57701663270002,100.0,0.0,False,True,False,False,False,True
NC_029080,positive,142096,0,30.396,3,221,94.58394324963405,71.95,28.05,False,True,False,False,False,True
NC_029078,positive,34997,0,33.951,0,43,88.37900391462125,13.95,86.05,False,True,False,False,False,True
NC_029075,negative,81541,0,60.138,1,118,94.33781778491802,27.12,72.88,False,True,False,False,False,True
NC_029074,positive,75987,0,50.694,0,98,91.98415518443944,33.67,66.33,False,True,False,False,False,True
NC_029068,positive,31703,0,48.024,0,50,95.14556981989087,100.0,0.0,False,True,False,False,False,True
NC_029061,negative,36315,0,56.696,0,44,93.18463444857497,45.45,54.55,False,True,False,False,False,True
NC_029060,positive,76276,0,50.653,0,97,91.38785463317426,34.02,65.98,False,True,False,False,False,True
NC_029058,positive,106071,0,38.162,2,124,96.80119919676443,66.94,33.06,False,True,False,False,False,True
NC_029057,negative,134742,0,35.349,0,227,90.25322468124267,52.86,47.14,False,True,False,False,False,True
NC_029047,negative,32894,0,50.967,0,52,96.23639569526358,100.0,0.0,False,True,False,False,False,True
NC_029046,negative,50827,0,60.661,1,72,90.36338953705707,68.06,31.94,False,True,False,False,False,True
NC_024206,positive,38269,0,37.359,0,54,89.61822885364133,92.59,7.41,False,True,False,False,False,True
NC_029033,negative,45045,0,56.017,0,64,95.51115551115551,85.94,14.06,False,True,False,False,True,False
NC_028880,negative,38625,0,50.278,0,43,89.04077669902912,100.0,0.0,False,True,False,False,False,True
NC_028857,negative,172733,0,38.763,11,303,191.7456421181824,13.53,86.47,False,True,False,False,False,True
NC_028772,negative,39133,0,51.688,0,42,91.8713106585235,100.0,0.0,False,True,False,False,False,True
NC_028755,negative,178182,0,44.868,1,280,194.35913840904243,46.79,53.21,False,True,False,False,False,True
NC_029031,negative,45218,0,54.551,0,51,90.13888274580918,94.12,5.88,False,True,False,False,True,False
NC_029028,negative,60754,0,43.232,0,87,92.43342002172696,45.98,54.02,False,True,False,False,False,True
NC_029026,positive,130952,0,35.888,0,198,91.67328486773779,28.79,71.21,False,True,False,False,True,False
NC_029025,positive,41843,0,33.982,0,62,91.6927562555266,93.55,6.45,False,True,False,False,True,False
NC_029023,negative,87712,0,38.816,0,131,87.52508208682961,29.01,70.99,False,True,False,False,True,False
NC_029021,negative,60747,0,43.862,0,86,93.11570941774903,46.51,53.49,False,True,False,False,False,True
NC_029020,negative,50918,0,43.552,0,65,88.04155701323697,53.85,46.15,False,True,False,False,True,False
NC_029019,negative,42593,0,53.715,0,58,95.13535087925246,82.76,17.24,False,True,False,False,True,False
NC_029013,negative,177688,0,43.181,2,263,92.24314528837063,51.71,48.29,False,True,False,False,True,False
NC_029011,negative,51711,0,38.615,0,68,87.71247896965829,50.0,50.0,False,True,False,False,True,False
NC_029010,positive,40592,0,34.246,0,54,89.11608198659835,88.89,11.11,False,True,False,False,True,False
NC_029009,positive,147589,0,37.203,24,192,89.96469926620547,57.29,42.71,False,True,False,False,True,False
NC_029007,negative,43745,0,60.661,0,41,85.22345410904103,100.0,0.0,False,True,False,False,True,False
NC_029002,negative,169223,0,46.032,0,170,87.09986231186068,33.53,66.47,False,True,False,False,True,False
NC_029000,negative,162327,0,41.179,15,178,83.35397068879485,21.91,78.09,False,True,False,False,True,False
NC_028997,negative,59802,0,43.214,0,87,92.99688973612923,45.98,54.02,False,True,False,False,False,True
NC_028995,negative,43216,0,38.476,0,82,91.38282117734173,92.68,7.32,False,True,False,False,True,False
NC_028988,negative,44360,0,60.911,0,43,84.35302073940487,100.0,0.0,False,True,False,False,True,False
NC_028977,negative,41054,0,52.565,0,51,92.79972718858089,100.0,0.0,False,True,False,False,False,True
NC_028972,positive,75167,0,50.798,0,90,90.92021764870223,36.67,63.33,False,True,False,False,False,True
NC_028967,positive,29605,0,54.042,0,42,89.4139503462253,50.0,50.0,False,True,False,False,False,True
NC_028966,positive,76269,0,59.291,1,109,93.64486226382934,31.19,68.81,False,True,False,False,False,True
NC_028962,positive,140961,0,27.96,0,203,87.6668014557218,78.82,21.18,False,True,False,False,False,True
NC_028957,negative,171541,0,40.222,1,291,95.43316175141803,16.84,83.16,False,True,False,False,False,True
NC_028956,negative,52139,0,41.094,1,79,90.46011622777576,67.09,32.91,False,True,False,False,False,True
NC_028955,negative,197361,0,34.321,0,246,95.6825309964988,96.75,3.25,False,True,False,False,False,True
NC_028943,negative,29237,0,52.981,0,43,95.63224681054828,83.72,16.28,False,True,False,False,False,True
NC_028929,positive,40759,0,36.861,0,72,93.53517014647072,90.28,9.72,False,True,False,False,False,True
NC_028927,negative,167298,0,35.516,11,266,94.45062104747217,15.79,84.21,False,True,False,False,False,True
NC_028925,negative,170822,0,40.418,2,293,95.27988198241444,15.7,84.3,False,True,False,False,False,True
NC_028917,positive,41931,0,35.411,0,66,89.12499105673606,12.12,87.88,False,True,False,False,False,True
NC_028916,negative,44573,0,39.576,0,53,94.19379444955467,100.0,0.0,False,True,False,False,False,True
NC_028915,positive,43228,0,35.553,0,67,96.2478023503285,92.54,7.46,False,True,False,False,False,True
NC_028911,positive,34176,0,45.049,0,50,93.8377808988764,84.0,16.0,False,True,False,False,False,True
NC_028903,negative,77266,0,41.984,0,130,89.84935159060906,17.69,82.31,False,True,False,False,False,True
NC_028901,negative,43900,0,54.544,0,58,92.32346241457859,41.38,58.62,False,True,False,False,False,True
NC_028899,negative,222888,1,52.259,0,237,90.87299450845268,24.05,75.95,False,True,False,False,False,True
NC_028898,negative,35764,0,42.062,0,51,93.3536517168102,80.39,19.61,False,True,False,False,False,True
NC_028896,negative,32675,0,50.742,0,44,93.3557765876052,18.18,81.82,False,True,False,False,False,True
NC_028895,negative,116138,0,42.827,8,156,101.16241023609844,26.28,73.72,False,True,False,False,False,True
NC_028894,negative,170336,0,40.445,2,286,94.52552601916213,14.69,85.31,False,True,False,False,False,True
NC_028888,positive,39474,0,44.774,0,62,92.49126006991945,77.42,22.58,False,True,False,False,False,True
NC_028881,negative,170473,0,39.303,2,271,94.97515735629689,16.24,83.76,False,True,False,False,False,True
NC_028872,negative,86252,0,38.921,0,125,89.08662987524927,74.4,25.6,False,True,False,False,False,True
NC_028871,positive,38392,0,35.872,0,60,93.08970618878934,86.67,13.33,False,True,False,False,False,True
NC_028870,negative,43595,0,54.153,0,54,95.77474481018466,100.0,0.0,False,True,False,False,False,True
NC_028865,positive,76964,0,58.92,1,107,92.40554025258562,31.78,68.22,False,True,False,False,False,True
NC_028863,negative,40477,0,48.42,0,50,89.78432196061961,100.0,0.0,False,True,False,False,False,True
NC_028862,positive,44222,0,33.716,0,61,94.53439464519923,90.16,9.84,False,True,False,False,False,True
NC_028859,positive,42881,0,34.829,0,64,96.12415755229588,90.62,9.38,False,True,False,False,False,True
NC_028855,negative,44846,0,37.6,0,85,91.94131026178476,15.29,84.71,False,True,False,False,False,True
NC_028853,negative,50078,0,41.31,1,79,92.61751667398858,68.35,31.65,False,True,False,False,False,True
NC_028850,negative,41449,0,53.84,0,46,92.68739897223094,100.0,0.0,False,True,False,False,False,True
NC_028848,negative,41805,0,39.287,0,54,94.32364549695012,100.0,0.0,False,True,False,False,False,True
NC_028835,positive,38751,0,44.879,1,60,91.44796263322237,98.33,1.67,False,True,False,False,False,True
NC_028834,negative,48216,0,54.853,1,61,91.59615065538411,57.38,42.62,False,True,False,False,False,True
NC_028831,negative,61235,0,44.429,0,90,91.06066791867397,51.11,48.89,False,True,False,False,False,True
NC_028830,positive,34155,0,45.639,0,50,94.64207290294246,86.0,14.0,False,True,False,False,False,True
NC_028829,negative,248088,1,41.235,0,390,92.38415400986747,15.13,84.87,False,True,False,False,False,True
NC_028826,positive,42265,0,35.509,0,70,92.16136282976458,58.57,41.43,False,True,False,False,False,True
NC_028822,negative,40829,0,48.444,0,45,89.12047809155257,0.0,100.0,False,True,False,False,False,True
NC_028821,positive,40670,0,33.29,0,59,91.36464224243915,15.25,84.75,False,True,False,False,False,True
NC_028820,negative,162101,0,34.56,4,262,93.4540810975873,16.41,83.59,False,True,False,False,False,True
NC_028819,negative,43190,0,41.174,0,75,92.86871961102106,45.33,54.67,False,True,False,False,False,True
NC_028816,negative,43809,0,53.749,0,54,93.8460133762469,100.0,0.0,False,True,False,False,False,True
NC_028812,negative,58546,0,46.862,0,70,90.23161274894954,28.57,71.43,False,True,False,False,False,True
NC_028800,negative,41698,0,52.492,0,46,93.05002638016212,100.0,0.0,False,True,False,False,False,True
NC_028799,negative,66708,0,34.503,0,110,90.37146968879296,84.55,15.45,False,True,False,False,False,True
NC_028795,negative,31522,0,50.771,0,36,89.90863523888079,0.0,100.0,False,True,False,False,False,True
NC_028786,negative,49462,0,50.611,0,72,82.8090251101856,25.0,75.0,False,True,False,False,False,True
NC_028783,positive,39399,0,45.085,1,60,92.32721642681287,81.67,18.33,False,True,False,False,False,True
NC_028776,negative,59670,0,44.708,0,91,92.74509803921569,50.55,49.45,False,True,False,False,False,True
NC_028775,positive,43098,0,32.902,0,66,83.07114019212028,15.15,84.85,False,True,False,False,False,True
NC_028774,negative,48754,0,50.769,0,76,186.72519177913608,77.63,22.37,False,True,False,False,False,True
NC_028773,negative,182145,0,40.199,25,268,94.83708034807434,85.07,14.93,False,True,False,False,False,True
NC_028768,negative,49714,0,55.413,1,67,91.08098322404152,52.24,47.76,False,True,False,False,False,True
NC_028766,negative,33755,0,43.137,0,50,94.83632054510443,98.0,2.0,False,True,False,False,False,True
NC_028765,positive,142348,0,30.425,0,213,89.42802146851379,71.36,28.64,False,True,False,False,False,True
NC_028762,negative,161989,0,31.082,8,256,96.68681206748606,15.62,84.38,False,True,False,False,False,True
NC_028754,positive,120098,0,38.839,9,171,195.0165698013289,33.92,66.08,False,True,False,False,False,True
NC_028750,negative,176081,0,41.774,1,280,96.99172539910609,45.71,54.29,False,True,False,False,False,True
NC_028247,negative,90000,0,38.849,25,143,93.40444444444445,29.37,70.63,False,True,False,False,False,True
NC_028743,negative,48594,0,41.285,2,77,93.42717207885747,63.64,36.36,False,True,False,False,False,True
NC_028698,positive,41868,0,49.799,0,53,183.85640584694755,32.08,67.92,False,True,False,False,True,False
NC_028672,negative,149732,0,50.725,13,270,90.77217962760132,35.93,64.07,False,True,False,False,False,True
NC_028702,negative,38084,0,60.427,0,48,91.18790043062704,100.0,0.0,False,True,False,False,True,False
NC_028699,positive,40740,0,49.912,0,63,91.07511045655376,77.78,22.22,False,True,False,False,True,False
NC_028688,negative,40114,0,53.283,0,47,86.53587276262651,100.0,0.0,False,True,False,False,False,True
NC_028685,negative,62851,0,50.071,0,74,89.90628629616076,58.11,41.89,False,True,False,False,False,True
NC_028684,negative,41563,0,39.477,0,48,92.84459735822726,100.0,0.0,False,True,False,False,False,True
NC_028683,negative,177643,0,40.637,6,301,95.05131077498127,14.62,85.38,False,True,False,False,False,True
NC_028679,negative,40938,0,39.338,0,48,92.90634618203136,0.0,100.0,False,True,False,False,False,True
NC_028676,negative,149218,0,49.763,0,271,96.95747161870551,33.58,66.42,False,True,False,False,False,True
NC_028675,negative,41526,0,39.086,0,46,93.7870249963878,100.0,0.0,False,True,False,False,False,True
NC_028673,positive,73419,0,56.611,1,101,93.65150710306597,31.68,68.32,False,True,False,False,False,True
NC_028669,positive,43012,0,34.73,0,70,96.42192876406584,91.43,8.57,False,True,False,False,False,True
NC_028668,positive,77779,0,51.263,0,104,93.78752619601693,30.77,69.23,False,True,False,False,False,True
NC_028665,positive,56982,0,67.797,0,86,96.74107612930399,100.0,0.0,False,True,False,False,False,True
NC_028664,negative,43963,0,53.784,0,58,94.60000454928009,100.0,0.0,False,True,False,False,False,True
NC_028663,negative,188632,0,40.717,1,235,98.0883413206667,97.02,2.98,False,True,False,False,False,True
NC_028662,positive,50418,0,60.062,0,81,91.52485223531278,34.57,65.43,False,True,False,False,False,True
NC_028660,negative,61035,0,50.189,0,87,82.19710002457606,35.63,64.37,False,True,False,False,False,True
NC_028656,negative,65955,0,50.104,4,83,92.62375862330376,62.65,37.35,False,True,False,False,False,True
NC_028653,positive,67617,0,65.957,0,94,95.86790304213437,71.28,28.72,False,True,False,False,False,True
NC_028449,negative,63569,0,50.169,3,84,91.14033569821768,59.52,40.48,False,True,False,False,False,True
NC_028448,negative,167467,0,35.399,10,272,94.70343410940663,15.07,84.93,False,True,False,False,False,True
NC_028268,negative,38049,0,56.511,0,53,95.07214381455492,88.68,11.32,False,True,False,False,True,False
NC_028256,negative,13769,0,55.501,0,21,89.81044375045391,33.33,66.67,False,True,False,False,True,False
NC_028248,negative,136896,0,43.613,7,206,89.49713651238896,43.2,56.8,False,True,False,False,False,True
NC_027988,negative,47636,0,41.632,0,83,94.34041481232681,31.33,68.67,False,True,False,False,False,True
NC_026610,negative,56637,0,51.318,0,80,90.66158165157053,27.5,72.5,False,True,False,False,False,True
NC_024142,negative,72583,0,42.883,2,94,91.18664150007577,24.47,75.53,False,True,False,False,True,False
NC_020490,positive,44714,0,34.171,0,74,93.97056850203515,95.95,4.05,False,True,False,False,False,True
NC_004914,negative,62706,0,49.901,0,170,260.7262462922209,52.35,47.65,False,True,False,False,True,False
NC_004913,negative,59866,0,49.694,0,167,259.1771623292019,52.1,47.9,False,True,False,False,True,False
NC_011085,negative,38457,0,46.519,0,49,95.11922406844008,100.0,0.0,False,True,False,False,False,True
NC_008206,positive,78296,0,56.852,22,148,92.8744763461735,59.46,40.54,False,True,False,False,False,True
NC_027995,negative,41666,0,53.374,0,56,93.03268852301638,12.5,87.5,False,True,False,False,True,False
NC_027987,positive,29508,0,36.146,0,50,92.52406127151959,44.0,56.0,False,True,False,False,False,True
NC_027994,negative,41632,0,51.17,0,50,188.70820522674865,64.0,36.0,False,True,False,False,True,False
NC_027993,negative,43587,0,51.068,0,52,187.59263083029342,65.38,34.62,False,True,False,False,True,False
NC_027982,positive,32847,0,45.468,0,46,92.29153347337656,89.13,10.87,False,True,False,False,False,True
NC_027981,negative,42612,0,50.878,0,58,93.00901154604337,79.31,20.69,False,True,False,False,False,True
NC_027980,negative,43804,0,51.678,0,62,96.53684595014154,96.77,3.23,False,True,False,False,False,True
NC_024124,negative,169148,0,37.649,0,273,94.76375718305863,84.98,15.02,False,True,False,False,False,True
NC_026607,positive,159914,0,36.862,0,259,94.99918706304639,18.92,81.08,False,True,False,False,True,False
NC_027397,negative,39725,0,50.505,0,48,95.2825676526117,43.75,56.25,False,True,False,False,False,True
NC_027395,negative,77327,0,42.063,0,125,90.40309335678353,19.2,80.8,False,True,False,False,False,True
NC_027393,negative,39530,0,50.582,0,48,95.35795598279788,43.75,56.25,False,True,False,False,False,True
NC_027392,positive,29264,0,54.159,0,45,90.57203389830508,53.33,46.67,False,True,False,False,False,True
NC_027391,positive,29412,0,54.27,0,45,91.89106487148103,53.33,46.67,False,True,False,False,False,True
NC_027390,negative,45169,0,39.363,0,47,92.10741880493258,100.0,0.0,False,True,False,False,False,True
NC_027389,positive,29494,0,53.943,0,45,90.2624262561877,53.33,46.67,False,True,False,False,False,True
NC_027386,positive,29247,0,54.153,0,45,90.40927274592266,53.33,46.67,False,True,False,False,False,True
